Gene ID	Gene Name	SRR1839796	SRR1839800	SRR1839795	SRR1839804	SRR1839802	SRR1839801	SRR1839803	SRR1839797	SRR1839794	SRR1839792	SRR1839799	SRR1839791	SRR1839798	SRR1839793
ENSG00000272555		3	25	16	5	7	2	4	17	23	4	4	10	6	6
ENSG00000272556	GTF2IP13	65	58	27	61	22	36	49	40	105	45	39	34	34	17
ENSG00000272558		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272559	OR51F3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272562	H3-3A-DT	6	7	4	9	3	3	7	6	12	1	4	10	1	5
ENSG00000272563		0	0	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000272564		2	2	3	3	0	1	1	0	1	0	7	1	2	0
ENSG00000272566		5	0	0	2	0	0	2	0	0	0	0	0	0	0
ENSG00000272567		10	2	5	1	2	3	3	2	3	7	2	6	1	0
ENSG00000272568		1	1	3	4	0	1	1	0	0	4	8	1	5	1
ENSG00000272569	OR5BL1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272572		0	0	1	3	1	1	5	1	7	0	1	2	2	1
ENSG00000272573	MUSTN1	0	0	6	1	2	1	3	1	4	0	0	8	2	2
ENSG00000272574		0	0	0	6	0	0	0	0	1	1	0	1	0	0
ENSG00000272575	LINC02098	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272576		1	0	2	2	0	1	0	1	1	0	0	0	2	0
ENSG00000272578		48	38	38	78	44	36	37	46	129	148	39	128	28	91
ENSG00000272582		3	4	0	2	2	0	3	5	7	5	2	0	0	0
ENSG00000272583		1	4	2	4	9	2	8	4	4	0	5	3	3	0
ENSG00000272588		1	1	0	7	0	8	5	1	12	4	4	21	1	2
ENSG00000272589	ZSWIM8-AS1	2	3	1	1	0	2	1	0	1	2	0	2	2	2
ENSG00000272592		0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000272593		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272595	OR10AH1P	3	2	1	20	1	0	1	5	4	13	1	4	2	2
ENSG00000272597		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272599		5	8	1	13	3	4	14	3	7	2	2	15	3	3
ENSG00000272600		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272601		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272602	ZNF595	44	27	43	78	30	19	32	24	35	2	11	48	34	8
ENSG00000272604		15	17	18	16	16	11	17	8	34	0	14	20	8	4
ENSG00000272606	PPP4R3B-DT	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272609		0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272610	MAGI1-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272617		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272619	FAM131B-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272620	AFAP1-AS1	16	1	0	2	0	1	1	0	2	7	11	1	0	2
ENSG00000272622		0	0	0	1	0	0	0	0	1	0	1	2	0	0
ENSG00000272625		18	13	12	22	8	10	7	6	8	5	1	13	9	0
ENSG00000272626		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272627		2	0	3	2	1	0	0	0	1	0	3	0	1	1
ENSG00000272630		32	37	36	54	23	31	34	24	36	14	28	59	12	6
ENSG00000272631		0	2	0	2	0	0	2	3	1	0	0	2	0	0
ENSG00000272632		27	8	11	16	6	8	18	9	5	3	9	14	9	1
ENSG00000272634	OR51F5P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272635		0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000272636	DOC2B	14	5	1	17	30	7	2	5	13	0	22	5	5	6
ENSG00000272638		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272639		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272642		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272644		26	12	14	11	11	15	12	8	16	6	7	12	8	11
ENSG00000272645	GTF2IP20	118	83	73	65	56	66	85	70	121	62	72	107	62	46
ENSG00000272646		1	0	0	1	1	0	0	1	0	0	0	3	0	0
ENSG00000272647		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272650		16	4	4	9	11	5	6	3	13	0	5	10	3	2
ENSG00000272654		11	3	3	6	3	8	12	2	6	2	0	12	4	1
ENSG00000272655	POLR2J4	45	39	39	43	53	45	26	44	70	50	48	55	58	48
ENSG00000272656		1	0	2	1	1	1	0	0	2	0	2	1	1	1
ENSG00000272657		0	2	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000272660		2	1	5	1	1	0	1	0	4	0	2	4	3	1
ENSG00000272661		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272662	TIMMDC1-DT	4	1	0	0	1	1	0	0	1	8	1	0	0	0
ENSG00000272663	PPP1R21-DT	0	1	4	3	1	0	0	5	0	0	0	0	0	3
ENSG00000272664	OR51C4P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272666	KLHDC7B-DT	30	39	33	25	18	29	16	44	37	44	30	40	48	18
ENSG00000272667		2	8	6	4	2	1	0	2	7	8	5	12	7	1
ENSG00000272668		46	87	64	43	37	43	57	57	72	28	31	72	15	9
ENSG00000272669		93	143	87	68	70	94	58	176	177	216	97	174	183	175
ENSG00000272672		0	0	0	0	3	0	0	0	0	0	2	0	0	0
ENSG00000272674	PCDHB16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272676	OR5AO1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272677	HNRNPD-DT	1	3	5	5	3	1	3	4	6	11	1	3	1	5
ENSG00000272678		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272679		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272681	FAM223B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272682		2	1	0	2	2	3	1	6	6	7	0	2	0	4
ENSG00000272685	OR9I3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272686	WASL-DT	1	6	4	15	13	9	14	2	12	0	4	6	7	0
ENSG00000272688		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272689		0	0	0	1	0	0	0	1	0	0	0	0	3	1
ENSG00000272690	LINC02018	8	1	7	2	2	7	6	2	0	15	10	6	6	1
ENSG00000272691		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272692		1	0	0	1	0	1	0	0	1	0	1	1	0	0
ENSG00000272693		8	5	3	5	2	2	3	2	6	0	3	10	0	1
ENSG00000272694		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272695	GAS6-DT	0	0	1	0	0	1	0	0	0	0	0	0	0	0
ENSG00000272696		2	10	10	7	4	6	7	5	5	17	4	6	4	3
ENSG00000272699		3	0	0	0	1	1	0	0	0	0	2	0	0	0
ENSG00000272701	MESTIT1	0	0	0	0	1	1	2	0	0	0	0	0	0	0
ENSG00000272702		0	0	0	1	0	0	0	0	1	0	0	0	0	1
ENSG00000272703		3	0	1	0	0	0	0	0	0	0	0	0	0	2
ENSG00000272707		4	0	1	1	1	1	0	1	5	1	0	3	4	0
ENSG00000272710		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272711	HK2-DT	15	10	26	17	6	11	12	9	15	7	15	14	4	5
ENSG00000272714		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272715		0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000272716	SLC30A6-DT	0	0	0	4	6	1	0	0	1	0	3	2	0	1
ENSG00000272717		2	1	1	0	0	0	0	0	1	0	1	0	2	0
ENSG00000272719		3	8	4	2	2	1	5	7	3	4	1	1	5	3
ENSG00000272720		6	3	0	10	1	0	9	4	9	6	3	6	4	6
ENSG00000272721	EIF2B5-DT	0	0	2	1	1	1	2	1	2	0	0	4	0	1
ENSG00000272727	LINC02266	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272729		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272732		0	1	5	5	7	3	5	1	3	0	0	5	3	0
ENSG00000272733		2	2	3	18	14	3	2	4	6	3	5	15	4	2
ENSG00000272734	ADIRF-AS1	56	44	22	28	22	37	51	18	52	19	38	53	38	32
ENSG00000272735		1	0	0	0	2	0	0	3	4	0	0	0	1	1
ENSG00000272736		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272741		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272742		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272744		0	0	0	2	1	2	0	0	0	0	0	0	0	0
ENSG00000272745		1	1	0	1	0	2	3	0	1	0	0	0	0	0
ENSG00000272746		0	4	5	6	0	2	2	1	2	6	2	9	1	1
ENSG00000272748		0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000272750		4	7	9	21	15	5	17	7	17	2	6	19	4	1
ENSG00000272752	STAG3L5P-PVRIG2P-PILRB	18	9	7	5	5	10	11	9	10	7	10	19	7	3
ENSG00000272754		6	6	1	1	4	1	5	5	5	11	5	12	1	8
ENSG00000272755		0	0	0	0	0	0	0	1	1	0	0	3	0	0
ENSG00000272758	WDR5B-DT	7	13	8	18	1	7	17	13	20	14	16	10	5	21
ENSG00000272760		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272762		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272763		3	0	4	10	0	3	0	0	0	0	0	6	0	3
ENSG00000272764		2	1	1	0	0	1	0	7	3	0	5	1	1	0
ENSG00000272767	JMJD1C-AS1	1	1	0	0	0	2	2	0	2	1	1	1	0	5
ENSG00000272768		1	0	2	1	1	1	0	1	1	0	0	0	0	0
ENSG00000272769		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272770		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272772		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272774		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272777		10	8	2	10	4	7	1	8	11	0	2	6	4	0
ENSG00000272779		97	42	87	130	69	57	66	60	144	24	38	85	53	15
ENSG00000272783		0	0	0	0	1	0	4	0	4	1	0	1	1	0
ENSG00000272784		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272787		10	6	7	14	13	1	3	4	9	10	2	28	4	3
ENSG00000272788		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272789		1	0	2	0	1	2	1	0	1	1	2	3	1	0
ENSG00000272791		3	1	2	5	4	6	5	0	5	0	2	3	2	2
ENSG00000272795	GAR1-DT	0	0	0	0	0	0	0	3	0	0	0	0	0	1
ENSG00000272797		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272798		1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272799		6	7	6	5	9	7	7	3	5	6	4	0	3	4
ENSG00000272800		5	4	2	5	3	6	6	3	6	0	1	2	0	0
ENSG00000272801		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272804	KRTAP10-7	0	0	1	0	0	0	0	0	3	0	0	0	0	0
ENSG00000272807		10	9	13	25	9	6	9	5	5	3	6	19	2	2
ENSG00000272808		0	1	0	6	1	3	2	0	0	3	0	1	0	1
ENSG00000272810		5	7	4	11	4	5	5	4	12	2	5	8	1	2
ENSG00000272812		0	3	4	10	6	15	7	3	8	4	6	7	3	0
ENSG00000272814		0	0	1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000272815		0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000272817		0	0	2	1	0	1	2	0	1	0	0	2	0	0
ENSG00000272821		217	250	153	94	89	235	71	260	263	259	294	260	501	229
ENSG00000272822		1	1	1	0	0	0	1	0	0	2	0	0	0	2
ENSG00000272823		7	1	0	1	0	3	1	0	0	0	0	1	0	1
ENSG00000272824		2	1	0	4	1	3	0	4	5	0	0	0	0	1
ENSG00000272825		53	40	73	58	58	29	39	51	67	32	49	40	40	23
ENSG00000272829		5	4	6	1	0	1	3	0	3	11	1	4	1	0
ENSG00000272831		1	3	1	0	1	2	0	0	4	2	3	0	1	1
ENSG00000272832		3	1	0	0	1	0	0	0	3	0	1	0	4	2
ENSG00000272834		12	5	4	13	7	5	5	4	19	2	5	21	4	5
ENSG00000272836		20	17	10	27	20	5	10	10	33	15	22	35	13	3
ENSG00000272837	OR10AE3P	1	0	3	2	1	0	0	0	0	0	0	1	0	0
ENSG00000272839		23	11	48	40	18	12	11	10	24	10	28	40	26	6
ENSG00000272840		0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000272841	MAP3K4-AS1	4	3	3	4	2	2	5	1	5	0	2	7	3	1
ENSG00000272842		4	4	5	9	5	0	5	5	6	0	1	18	1	1
ENSG00000272843		2	5	1	7	1	2	2	5	1	2	4	0	0	3
ENSG00000272844		1	0	0	1	0	0	0	0	2	0	0	0	0	0
ENSG00000272848		3	0	0	0	0	2	1	1	1	1	0	0	0	0
ENSG00000272849		195	157	143	185	141	139	119	83	259	125	123	164	127	42
ENSG00000272851		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272853	SUV39H2-DT	0	3	2	4	2	1	6	3	5	0	2	4	1	2
ENSG00000272854		1	1	1	0	2	0	0	0	0	0	0	0	1	0
ENSG00000272855		0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000272856		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272858		7	6	3	7	6	5	6	4	11	1	7	5	6	5
ENSG00000272861		2	2	2	0	0	0	0	2	0	0	2	1	0	1
ENSG00000272862		0	0	0	0	0	0	1	0	1	0	0	1	0	1
ENSG00000272864		0	4	1	2	0	0	0	1	4	0	0	1	0	0
ENSG00000272865		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272866		0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000272870	SAP30-DT	13	6	5	17	8	14	15	6	13	2	2	15	9	0
ENSG00000272871		30	12	21	14	13	16	21	12	18	6	27	21	9	5
ENSG00000272872		0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000272874		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272880		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272882	OR2BH1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272884		0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272885		0	2	1	0	0	0	0	0	1	0	0	2	0	0
ENSG00000272886	DCP1A	527	363	369	749	395	280	473	287	761	193	219	831	267	123
ENSG00000272887	CSPG4P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272888	CHASERR	441	205	313	362	306	226	472	217	371	140	229	515	212	108
ENSG00000272892		9	5	0	0	2	5	3	1	2	9	0	2	2	3
ENSG00000272894	MIOS-DT	15	9	13	17	9	5	19	11	20	0	9	12	8	3
ENSG00000272895		0	0	0	0	0	0	0	4	1	0	0	0	0	0
ENSG00000272896		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272897		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272899	ATP6V1FNB	25	11	13	27	13	12	13	22	18	5	12	24	3	6
ENSG00000272900	OR10Q2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272902	TBC1D8-AS1	6	3	7	2	3	1	2	2	3	0	5	6	3	0
ENSG00000272904		0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000272905		0	2	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000272906		15	6	5	11	9	6	11	8	8	6	7	16	7	6
ENSG00000272908		99	34	41	135	51	46	76	41	71	19	23	130	58	9
ENSG00000272909		13	11	16	21	5	12	20	13	11	11	12	24	4	0
ENSG00000272910		3	5	1	2	5	1	4	0	6	0	1	2	0	1
ENSG00000272911		4	5	5	2	2	10	0	1	9	3	3	16	1	4
ENSG00000272912		0	1	0	0	0	0	0	0	1	0	1	0	0	0
ENSG00000272913		3	1	1	1	3	3	3	2	6	5	1	2	2	1
ENSG00000272914		34	19	14	25	16	32	14	56	30	10	15	23	12	8
ENSG00000272915		0	1	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000272916		2	4	2	0	4	3	2	0	4	6	0	1	0	0
ENSG00000272917		7	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000272918		31	24	14	35	13	10	38	20	65	48	16	101	9	7
ENSG00000272920	hsa-mir-1253	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272921		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272922		0	0	1	0	0	0	0	0	1	0	0	0	0	0
ENSG00000272923		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272927		24	14	8	18	15	21	34	11	32	22	13	37	16	14
ENSG00000272931	LRRC8D-DT	15	2	3	5	6	10	0	0	12	8	11	10	4	1
ENSG00000272933		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272934		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272936		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272937	OR6U2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272940		0	1	0	2	3	0	0	2	2	5	2	2	2	0
ENSG00000272941		63	37	41	32	35	36	32	54	55	42	29	62	49	27
ENSG00000272942		0	2	4	1	0	0	0	0	1	0	0	0	0	0
ENSG00000272944		0	0	0	0	0	0	0	0	0	1	0	1	0	1
ENSG00000272945		3	1	0	3	0	0	2	0	1	0	0	3	0	2
ENSG00000272948		2	1	1	5	3	1	2	0	1	1	0	5	2	2
ENSG00000272949		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272950		1	5	2	1	2	1	0	5	2	0	0	0	2	0
ENSG00000272953		22	11	12	7	5	8	0	9	13	10	3	23	7	11
ENSG00000272954		1	0	3	0	0	1	1	3	3	0	0	7	0	1
ENSG00000272958		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272963	OR7A19P	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000272966		4	0	1	0	1	2	3	0	2	0	5	0	0	2
ENSG00000272967		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272968	RBAK-RBAKDN	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272969		0	0	0	0	0	0	1	0	1	0	3	2	0	0
ENSG00000272970		0	1	0	0	2	0	2	0	1	0	0	0	2	0
ENSG00000272971		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272973		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272975	MYHAS	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272977		47	38	57	31	32	9	28	20	66	12	80	52	38	13
ENSG00000272979		6	6	6	7	4	3	2	4	12	11	3	5	2	2
ENSG00000272980		2	0	1	2	1	1	2	0	4	0	0	4	0	0
ENSG00000272982		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272983		4	0	4	3	0	1	5	1	4	0	0	0	0	0
ENSG00000272984		5	0	1	1	2	0	0	1	2	0	0	0	0	0
ENSG00000272986		0	3	3	4	0	0	0	2	1	0	4	1	1	0
ENSG00000272987	OR5AL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272988		4	6	2	2	4	3	1	0	5	13	3	0	5	1
ENSG00000272989	LINC02012	4	7	8	22	7	16	8	7	11	18	4	3	0	4
ENSG00000272990		26	8	7	12	14	9	10	10	13	6	16	8	10	8
ENSG00000272991		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272994	C2orf49-DT	15	12	12	28	10	19	32	5	22	1	1	17	8	1
ENSG00000272995		0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273000		2	4	1	6	2	3	5	3	13	15	1	8	6	1
ENSG00000273001	PFKP-DT	4	0	1	1	1	3	1	2	8	0	2	3	2	0
ENSG00000273002	ARHGEF2-AS2	81	59	57	55	62	46	41	41	66	52	47	49	60	36
ENSG00000273003	ARL2-SNX15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273004		6	6	1	3	3	7	1	7	8	2	5	4	3	0
ENSG00000273006		3	1	0	0	1	1	0	0	0	0	1	1	0	1
ENSG00000273007		6	5	4	7	4	13	2	0	8	0	2	6	4	1
ENSG00000273008	CSGALNACT2-DT	6	7	3	5	5	2	3	6	6	0	1	8	4	0
ENSG00000273010		1	0	2	0	0	0	2	0	2	0	0	1	1	1
ENSG00000273011		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273012		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273013		4	0	4	1	0	3	2	0	6	7	2	4	0	1
ENSG00000273014		5	2	1	1	3	1	0	2	0	0	2	1	0	0
ENSG00000273015		149	98	131	275	152	76	222	87	213	17	83	337	67	14
ENSG00000273017		6	21	17	13	4	12	6	19	25	24	16	36	14	6
ENSG00000273018	FAM106A	0	3	4	13	18	0	34	0	0	0	2	2	0	0
ENSG00000273024	INTS4P2	0	0	0	1	0	0	0	0	4	0	0	0	0	0
ENSG00000273025		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273026		3	1	5	6	3	5	3	4	14	9	5	6	6	4
ENSG00000273027		4	1	3	2	0	0	1	0	5	0	1	0	1	2
ENSG00000273032	DGCR5	35	16	17	35	23	22	24	18	61	9	19	32	14	4
ENSG00000273033	LINC02035	526	483	369	595	336	281	387	556	569	104	171	659	173	63
ENSG00000273035		0	0	1	0	0	0	0	0	1	0	0	0	0	0
ENSG00000273036		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273038		19	17	27	50	34	45	28	25	63	11	13	71	22	6
ENSG00000273041	ATF4P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273044		0	0	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000273045	C2orf15	4	6	5	6	9	2	7	7	13	4	9	21	5	1
ENSG00000273046		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273047		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273049		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273051	OR51F4P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273055		1	1	11	1	3	1	3	1	4	1	1	2	7	1
ENSG00000273056		1	2	1	3	1	0	1	0	6	0	1	0	3	0
ENSG00000273058		32	21	16	31	14	19	8	18	27	17	22	36	8	12
ENSG00000273059		0	0	0	1	1	1	0	0	0	0	0	0	0	0
ENSG00000273061	CDC37L1-DT	0	3	1	7	4	3	4	0	7	0	0	6	2	1
ENSG00000273062	RALGPS2-AS1	1	4	3	1	1	4	3	0	8	2	0	16	1	4
ENSG00000273063		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273064		10	2	0	5	1	4	3	6	5	4	4	4	1	3
ENSG00000273066		12	16	6	20	11	9	4	10	19	13	14	21	10	3
ENSG00000273068		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273069		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273073		1	0	0	0	0	2	1	0	0	0	2	0	1	0
ENSG00000273076		7	12	2	16	14	6	13	8	34	5	16	32	11	14
ENSG00000273077		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273079	GRIN2B	0	0	0	0	0	0	0	0	1	0	0	0	0	2
ENSG00000273080		0	3	2	3	2	0	0	4	3	0	1	5	3	0
ENSG00000273082	LARGE1-AS1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000273084		2	0	1	2	3	2	0	3	3	8	2	4	4	6
ENSG00000273085	OR52E1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273088		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273090		0	0	0	0	0	1	2	1	1	0	0	0	0	0
ENSG00000273091		0	0	0	0	0	0	3	0	0	0	1	2	1	0
ENSG00000273093		2	0	1	0	0	5	1	0	0	0	0	3	0	0
ENSG00000273096		44	32	27	36	38	39	32	18	59	19	32	43	29	11
ENSG00000273098		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273100		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273102		0	3	1	5	1	0	1	0	0	2	1	1	2	5
ENSG00000273104		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273106	PPM1B-DT	0	0	1	2	1	0	0	0	0	0	0	0	0	1
ENSG00000273107		0	0	2	1	0	1	0	0	2	0	0	0	2	0
ENSG00000273108		20	10	18	11	18	16	17	20	26	17	23	17	17	10
ENSG00000273110		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273111	LYPD4	2	5	1	3	0	0	0	13	7	3	0	3	2	2
ENSG00000273112		11	19	6	9	6	2	8	20	7	6	4	13	4	2
ENSG00000273113		0	0	1	1	1	0	0	0	1	0	1	1	0	1
ENSG00000273115		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273117	INSIG1-DT	32	8	16	24	12	22	21	10	36	26	18	27	19	11
ENSG00000273118		0	1	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000273119		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273123		5	4	1	3	3	5	6	4	3	5	2	0	0	2
ENSG00000273124		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273125	LINC01990	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273129	PACERR	0	2	2	4	3	2	0	1	5	5	0	8	4	0
ENSG00000273132		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273133		12	14	20	5	7	14	11	15	16	3	7	2	5	4
ENSG00000273136	NBPF26	65	49	16	84	12	46	56	34	115	22	33	63	38	12
ENSG00000273137		31	33	28	32	28	13	17	23	79	47	22	57	20	26
ENSG00000273138		0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000273139		3	2	1	4	2	1	1	0	1	7	4	2	0	0
ENSG00000273141		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273142	LINC02604	254	133	117	154	111	126	52	138	191	190	131	197	174	127
ENSG00000273143	DUSP5-DT	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000273145		3	2	5	7	5	3	4	5	7	7	3	8	4	8
ENSG00000273148	LINC00653	5	13	8	17	10	14	15	1	17	5	12	36	3	6
ENSG00000273149		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273151		77	102	88	132	69	58	77	49	160	32	54	160	49	24
ENSG00000273153		3	5	1	3	2	5	2	0	8	2	4	0	3	0
ENSG00000273154		8	12	12	5	9	7	1	7	12	20	2	11	4	16
ENSG00000273155		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273156		13	6	6	10	4	9	7	5	13	5	3	15	6	0
ENSG00000273160		7	10	5	4	2	7	10	0	14	5	13	9	5	13
ENSG00000273162		0	1	2	0	2	0	0	0	0	0	0	0	0	0
ENSG00000273164		0	1	1	4	6	1	1	1	6	0	1	3	0	0
ENSG00000273165		2	0	3	3	2	5	4	0	2	0	1	1	1	1
ENSG00000273167		0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273171		0	0	0	0	0	0	0	0	0	0	0	0	0	0
